Article,Incident Name,Shooter Race,Title
"WINNETKA, Ill., May 21— The Federal Bureau of Investigation knew about Lori Wasserman Dann. So did prosecutors in three states. So did her neighbors and her former husband and in-laws.

Prosecutors were trying to track her down and charge her with making harassing telephone calls and threats as she became increasingly disturbed, but they lost a race with time.

On Friday, the 30-year-old woman set fire to the house where she worked as a baby sitter, went to an elementary school and shot six children, killing one, then wounded a 20-year-old man in a nearby house and barricaded herself there.

The nine-hour ordeal ended Friday night when police discovered that Ms. Dann had fatally shot herself. Trail to Rampage

Authorities said Saturday they believe Ms. Dann also tried to deliver poison to several families she once worked for. Four of the children wounded at Hubbard Woods Elementary School in this affluent northern suburb of Chicago remained in critical condition today.

The police believe Ms. Dann had become distraught when a family that employed her as a baby sitter announced plans to move out of state.

Lori Dann left a long trail that led to Friday's rampage.

She had harassed an old boyfriend for two years with telephone calls.

Her former husband was stabbed with an ice pick as he slept one night in 1986. He suspected his former wife.

She had resided at an apartment complex in Madison, Wis., where she was known for odd behavior. A former neighbor, Keith Wilson, said she was dubbed ''the elevator woman'' because she rode the elevator for extended periods, night and day, in the high-rise residence where she lived. But the evidence that she was violent was thin, and proper procedures had to be followed. Her former boyfriend in Arizona refused to press charges. And some families Ms. Dann worked for as a baby sitter praised her work.

''If only we had known,'' said Dan Knauss, an assistant United States attorney in Tucson, Ariz. ''But you can't anticipate things like this.'' Woman Was Seeing Psychiatrist

Herbert Timm, Winnetka's police chief, said that Ms. Dann had been seeing a psychiatrist, but he gave no further details.

At some point, Chief Timm said, she obtained a license for a gun, one of three pistols she used Friday.

Authorities in Arizona said today they had been ready to indict Ms. Dann for making a threatening phone call to a man she had dated at the University of Arizona in the late 1970's.

Janet Johnson, another Federal prosecutor in Tucson, said the man had received harassing phone calls on and off since 1985 and on May 9 Ms. Dann threatened his life. But, fearing retaliation, he asked that the officials look for evidence that Ms. Dann had threatened others, so he would not be alone in pressing charges.

''We were not planning to dump the case, just trying to get some telephone calls from other jurisdictions,'' Ms. Johnson said. ''You need time to get those records, to prove an interstate connection.

''The F.B.I. had looked for her in Madison, but she had disappeared. We knew we were going to try to follow up leads, but she was lost so there wasn't much we could do.'' Ms. Dann, the daughter of a accountant, was reared in Glencoe, a nearby suburb. She came to the attention of Illinois authorities after she filed for divorce in 1986 from Russell Dann, an insurance agent.

Mr. Dann's parents, longtime Highland Park residents, also reported he had received threatening phone calls from the woman.",Hubbard Woods Elementary School,White,Long Trail Preceded Woman's Rampage in Illinois
"EVANSTON, Ill., May 22— A substitute teacher recounted today how she grabbed a deranged woman to stop her from shooting a classroom of second-grade youngsters on Friday.

''I just acted instinctually,'' said the teacher, Amy Moses. ''I just wanted to protect.''

The police described Ms. Moses, 29 years old, as a hero for her actions in a shooting rampage in the usually sedate northern Chicago suburb of Winnetka.

She was substitute teaching at Hubbard Woods Elementary School when the woman, Laurie Dan, 30, entered the room and shot five students, killing one and seriously injuring the others.

Moments earlier, Ms. Dann, a baby sitter with a history of bizarre behavior, had shot one youngster in a nearby bathroo.

She told Ms. Moses to herd the 24 children in her class together. Instead, Ms. Moses grabbed the woman's gun hand. But Ms. Dann pulled a second gun, sprayed the classroom with bullets and fled. 'Went on Automatic Pilot'

Police Chief Herbert Timm of Winnetka said that if Ms. Moses had followed the assailant's orders, ''We would have probably had all of the children shot.''

The chief called the teacher ''a hero.''

At a news conference today, Ms. Moses said: ''I really just went on automatic pilot,'' adding, ''I can't explain how unreal the whole situation was.''

Ms. Moses said the gun looked like a toy at first. But after the initial shot, she said, ''I was just frozen.

''When the first child went down, my first thought was, 'They're filming a movie and they forgot to tell me.' It wasn't until the second shot that we all realized it was real.''

She said the assailant's face was expressionless and hard.

The police also credited Ms. Moses with giving a full description of the assailant, who later barricaded herself in a suburban home where she wounded a college student and took her own life.

Ms. Moses said she planned to return to the school on Monday when a memorial service is planned for the youngster who died, Nicholas Corwin, 8.

''I love Hubbard Woods School,'' said Ms. Moses, who has worked there in various capacities for the last five years and is in the process of earning a master's degree in education.

''I know the faculty, the administration and a lot of the children and some of the parents,'' she said. ''I feel like the support system will be real helpful to me. The children and the families -everyone has been wonderful.''",Hubbard Woods Elementary School,White,Teacher Says She Acted on Instinct To Save Children in Shooting Spree
"WINNETKA, Ill., May 23— Eight-year-old Nicholas Corwin, slain in a woman's rampage through this Chicago suburb, was buried today after more than 1,000 mourners heard a rabbi say, ''We know that God is weeping.''

Later in the day children, teachers, counselors and parents gathered for a memorial service at Hubbard Woods Elementary School, where the child and five of his classmates were shot.

It was a gray day that mirrored the community's grief. Gov. James R. Thompson called for tightened handgun-control laws, although he said the public ''is never going to be protected against random, bizarre behavior.''

The youngster was fatally wounded when Laurie Dann, the daughter of a wealthy suburban family, stormed the school and fired on a second-grade classroom. Five students and a man who lived at a nearby house were wounded in the spree, which ended when the 30-year-old woman shot herself to death. Classes Are Canceled

''I think the adults will have a harder time letting go than our kids,'' said LaDonna Covelle, whose second-grade son, Mark, and daughter, Jennifer, a third grader, attend the school.

Classes were canceled at the school today and half a dozen police officers were outside.

''So deep is our sorrow, so great is our loss, that we know that God is weeping,'' said Rabbi Robert Schreibman at Nicholas's funeral service at Temple Jeremiah.

''The death of the young is always tragic, but this was so sudden, so swift - it was such an unexpected loss of a wonderful and promising child with so much to give,'' Rabbi Schreibman said.

Nicholas was buried at Memorial Park Cemetery in Skokie.

''Nicky was extremely well liked -loved,'' said Amy Moses, the 29-year-old substitute teacher who was in the classroom when the shooting occurred and tried to disarm Ms. Dann.

Before the shooting, Ms. Dann delivered tainted treats to two college fraternities and several homes where she had worked as a baby sitter. The police said no one was seriously injured by the poisoned fruit juice and cereal.

Ms. Dann was due to stand trial in Madison, Wis., on charges of shoplifting several women's wigs March 14. She also was being investigated by Federal authorities for making threatening telephone calls in three states to former friends and members of her ex-husband's family.

In an interview broadcast tonight, her ex-husband, Russell Dann, said the rampage might have been prevented.

''I hired attorneys,'' he said on the ABC-News program ''Nightline.'' ''I hired private detectives. This was the North Shore of Chicago reaching out for help, not just Russell Dann. I'm not saying we got no help, but Friday happened.''

He also said that ''on many occasions, we tried to get her arrested,'' but the police did not pursue her case actively enough.

The ''Nightline'' host, Ted Koppel, said Mr. Dann volunteered to appear on the program in the hope that he could prevent the repeat of another violent incident like the school shootings.

Photo of pall-bearers carrying coffin of Nicholas Corwin (AP)",Hubbard Woods Elementary School,White,SLAIN BOY BURIED
"WINNETKA, Ill., May 20— A woman wielding a pistol walked into an elementary school in this wealthy Chicago suburb today and opened fire apparently at random, killing an 8-year-old boy and critically wounding five other pupils.

She then fled to a nearby house and shot and wounded a 20-year-old occupant before the police arrived and surrounded the house and an adjoining wooded area. The police sealed off the area, surrounded it for about eight hours, then stormed it and found her dead. She ''apparently died by her own hand.'' said Chief Herbert Timm. The police stormed the house after efforts to communicate with her by bullhorn were unavailing, Chief Timm said.

The shootings and the subsequent police siege shattered the spring calm of this otherwise placid, lakefront suburb of 13,000 people north of Chicago. Squads of police officers armed with rifles crouched alongside the flowering shrubs and thick trees that line the community's narrow residential streets, and police helicopters clattered overhead. 'Mental and Assaultive Problems'

The police identified the suspect as Laurie Wasserman Dann, who is 31 years old and lived with her parents in nearby Glencoe. He said she was known to both police and Federal agents as a result of what he called a series of ''bizarre situations'' in recent years, but he to be more specific. He said that in a search of Ms. Dann's car the police recovered incendiary devices and ammunition.

Capt. David Frye of the police in Madison, Wis., where the suspect lived recently, said Ms. Dann had a history of ''mental and assaultive problems.''

Chief Timm said the police had not established a motive for the attacks and did not know whether the woman knew any of the children who were shot at the Hubbard Woods Elementary School. Reconstructed Events

The police said the shootings inside a second-grade classroom at the school were apparently part of a series of events that began this morning with a fire that had been deliberately set inside a house where Ms. Dann was employed as a baby sitter. The police, who said that residents of the house escaped the fire, pieced together the following account:

Shortly before 10:30 A.M. a woman the police believed to be Ms. Dann walked into the school and shot a pupil in a washroom. Then she walked down the hall and into a second-grade classroom, brandishing a .22 caliber pistol.

''This is a real gun,'' she announced. When a pupil asked her if that was true, she replied as she opened fire, ''Yes, and I'm going to show you.''

The suspect then fled several hundred feet along a path to a house, where she rushed inside, wielding two guns. ''She just came running in, out of breath,'' said Ruth Ann Andrews, who lives in the house. She said the woman struggled with her son, Philip, who was shot and wounded in the chest. He was hospitalized in critical condition. Pupils Kept Inside

Outside the one-story red brick school, a crowd of about 100 anxious parents gathered late this morning as news of the incident spread.

The authorities kept pupils inside at all Winnetka schools, including Hubbard Woods, until late afternoon as the police siege continued.

At Hubbard, Donald Moore, the schools superintendent, told parents that an emergency intervention team of social workers, clergy and psychiatrists from nearby hosptials were talking with children about what had happened.

Neighbors here told reporters that the family that employed Ms. Dann had recently told her than they were moving to New York and her services as a baby sitter would no longer be needed.

Neighbors said the family has five children, and that some of them were pupils at Hubbard Woods.

The dead pupil was identified as Nicholas B. Corwin, 8 years old, who was dead on arrival at Highland Park Hospital. Five other pupils, including three boys and two girls, were hospitalized and reported in critical condition.

Photo of a police officer in doorway of the classroom at the Hubbard Woods Elementary School in Winnetka, Ill. (AP); Parents of students waiting outside the school for their children to be released (AP); Laurie Wasserman Dann (AP)",Hubbard Woods Elementary School,White,"Slayer Found Dead After Attack on School Kills Boy, 8"
"CHICAGO, Sept. 22— A man ''who never said a word'' shot and killed two people in an auto parts store here today, then fatally wounded a police officer and a custodian at a nearby school before the police killed him.

A second officer and a city garbage man were also wounded before the man was slain at Montefiore School on the city's West Side, the Police Superintendent, LeRoy Martin, said.

The dead officer was Irma Ruiz, a 40-year-old mother of four who had been on the force 12 years, he said.

The gunman, Clemie Henderson, 40, who was described by a friend as full of anger since serving in Vietnam, had a history of battery complaints and drug use, Mr. Martin said. Clerk Pretended to be Shot

''I'm assuming he may have had some type of grievance, but I don't know,'' Mr. Martin said. ''All the witnesses state that this individual never said a word'' in the store.

At a news conference, Mr. Martin gave this account of the shootings:

Mr. Henderson walked into the Comet Auto Parts store at about 10 A.M. and shot and killed two clerks behind the counter, John Van Dyke, 41, and Robert Quinn, 26. Mr. Henderson missed a third clerk, who pretended to be hit and fell to the ground.

Mr. Henderson then walked out a side entrance, encountered the garbage man, Laplose Chestnut Jr., 34, and fired his .38-caliber pistol, wounding him in the hand.

Mr. Henderson then went to Montefiore, which serves about 135 troubled boys. He shot and killed a custodian, Arthur Baker, 33, outside the building.

At the door, he met Officer Ruiz and Officer Greg Jaglowski, 38, who had been called to the school to deal with an unruly pupil. Officer Ruiz was felled by a bullet to the chest, and Officer Jaglowski was hit in both legs.

''The offender retreated to a room,'' Mr. Martin said, where he ''reloaded with six fresh rounds.''

Back in the hall, he exchanged fire with Officer Jaglowski, who shot him twice in the chest. The police found 22 more rounds of ammunition on Mr. Henderson.

The Rev. C. Ferguson, who lives near the school, said he saw the gunman after he left the store and was headed toward the school. ''He said, 'Get out of the way, don't nobody move,' '' Mr. Ferguson said.

Students at the school were in classes during the incident, said the principal, Bernard Karlin.

Mr. Martin said that Mr. Henderson lived in the neighborhood and that the police found documents in his apartment indicating he worked as a model and hairdresser. They also found a picture of him dressed in military fatigues and holding an M-1 rifle.

A friend of Mr. Henderson's, David Finke, said the man had served as an Army combat infantryman in Vietnam in the late 1960's and early 1970's.

''I think it is fair to say he carried his disturbance from the Vietnam era into the present,'' said Mr. Finke, chairman of the Midwest Committee for Military Counseling. ''Something in these last few weeks just lost control of that.''

Hospital spokeswomen said Officer Jaglowski was in serious but stable condition with leg wounds and Mr. Chestnut was in good condition.

photo of officers removing body from store after gunman killed four people (AP)",Comet Auto Parts and Montefiore School,African American,Chicago Man Kills 4 and Wounds 2 Before Dying in a Shootout
"GREENWOOD, S.C., Sept. 26— A gunman walked into an elementary school today and opened fire, killing an 8-year-old girl and injuring 10 other people, the authorities said.

Police Chief James Coursey said James William Wilson, 19, of Greenwood, had been arrested and charged with murder, although no motive was known. Mr. Wilson was being held at the Greenwood Law Enforcement Center.

Mr. Coursey said that shortly after 11 A.M., Mr. Wilson entered Oakland Elementary School's front door, walked to the cafeteria, pulled a .22-caliber, nine-shot revolver from his belt and opened fire, injuring one teacher and three students. Teacher Shot in Mouth

Mr. Wilson left the cafeteria and entered a girl's restroom where Kat Finkbeiner attempted to prevent him from leaving after he reloaded, Mr. Coursey said. In the scuffle that followed, Ms. Finkbeiner was shot in the mouth and hand, he said.

Mr. Coursey said Mr. Wilson evaded Ms. Finkbeiner and entered a classroom two doors away, where he opened fire again, injuring five students and killing one.

After firing all the rounds in his pistol, Mr. Wilson dropped the weapon and Ms. Finkbeiner, unarmed, ordered him to raise his hands and stand until a police officer arrived.

The Superintendent of Schools, Bob Watson, said he knew of no connection between the assailant and the school.

''It appears to be an entirely random incident. The classroom was chosen randomly,'' Mr. Watson said.

The dead child was identified as Shequila Tawonn Bradley, said Odell Duvall, the Greenwood County Coroner. 'Offered No Resistance'

A physical education aide, Phillip Browning, said that after the suspect quit firing, he threw the pistol down as if nothing had happened. ''He remained calm and offered no resistance,'' Mr. Browning said.

The 10 injured people were taken to Self Memorial Hospital in Greenwood, where two pupils, Ms. Finkbeiner and another teacher remained hospitalized, said Dan Branyon, a spokesman. He said they suffered fractures and ''a number of gunshot wounds.''

A 7-year-old girl was in critical condition and undergoing surgery; the others were in fair condition, he said. Six students were treated and released by the hospital.

Mr. Watson said classes had been canceled for Tuesday and that children would receive counseling when they returned Wednesday.

Steve Brown, the Greenwood city manager, described the town's mood as very solemn.

''Everyone pretty much is saying they have read about these types of things in other areas but never thought it would happen in Greenwood,'' he said.

Gov. Carroll A. Campbell Jr. issued a statement of sympathy for the slain child's family and other victims and praised teachers for acting quickly to protect the students.

''Their actions possibly saved lives,'' the Governor said.

Map of South Carolina showing location of Greenwood (NYT)",Oakland Elementary,White,Gunman in S. Carolina School Kills 1 and Wounds 10 Others
"GREENWOOD, S.C., Sept. 29— A second victim of a gunman's shooting spree at an elementary school died today, a few hours after students and teachers returned to class for the first time since Monday.

The man accused in the shootings at Oakland Elementary School said in an interview published today that he was copying a similar act by a woman in Winnetka, Ill.

The gunman, James William Wilson, 19 years old, also said that as he pulled the trigger of his grandfather's .22-caliber pistol, he was remembering being ridiculed by classmates at other schools for being overweight and dressing funny, The State newspaper of Columbia, S. C. reported today. Another Murder Charge Added

A second murder charge was filed against Mr. Wilson this afternoon after 8-year-old Tequila Thomas, a third-grader who had been in critical condition since she was wounded, died shortly after noon at Self Memorial Hospital, said Dan Branyon, a hospital spokesman.

''Tequila never regained consciousness from the time of her arrival,'' Mr. Branyon said.

Another 8-year-old, Shequila Bradley, died at the school Monday. Two teachers who were wounded remained hospitalized today, and one of six students treated and released was admitted today, complaining of discomfort from her wounds.

This morning Leah Holmes, 8, her arm in a sling from a gunshot wound she suffered Monday, shook her head emphatically and replied ''nope'' when she was asked if she feared returning to school. But other children and parents arriving at the school said they were nervous.

There was a police officer on every corner of the school grounds and at least three officers were stationed at the front of the building as parents and children arrived.

Mr. Wilson, who is charged with murder, was interviewed Wednesday by the newspaper by telephone at the State Hospital in Columbia, where he is undergoing psychological testing. Relatives have described him as a hyperactive recluse who has been in and out of a hospital psychiatric unit during the last eight months. Thought 'Students Were After Me'

Witnesses said Mr. Wilson shot pupils who screamed. ''I thought some of the students in the school were after me,'' Mr. Wilson was quoted as saying in the interview. ''I was trying to make them be quiet. I feel real bad about what happened.''

On May 20, Laurie Dann killed an 8-year-old boy and wounded six people in and around a school in the affluent Chicago suburb of Winnetka before killing herself, the authorities reported.

''I could understand where she was coming from,'' Mr. Wilson said. ''I think I may have copied her in a way.''

He said he was thinking about an article about Miss Dann that he had torn from a June issue of People magazine. ''I read it every day,'' he said. Little Remembered Mr. Wilson was also quoted in the article as saying he had been up all night before the shootings, reading a book about John Wayne Gacy, who was convicted in 1980 of killing 33 men and boys, most of whom were buried under a suburban Chicago house. Mr. Gacy is on death row in an Illinois prison.

The article quoted Mr. Wilson as saying he remembered little of the shootings: ''It was like a fog or a dream. I remember being at the back of the school with my hands up and the police arresting me. I don't remember feeling anything.''",Oakland Elementary,White,Second Victim Dies After School Shooting Incident
"GREENWOOD, S.C., Sept. 27— A young man accused killing an 8-year-old girl and wounding 10 people in a shooting attack Monday was in and out of a hospital psychiatric ward several times over the past eight months, relatives say.

The accused man, James William Wilson, who was arrested after the shooting at the Oakland Elementary School, is a hyperactive recluse fascinated by crime stories, his father and a grandmother said.

The 19-year-old Mr. Wilson was being held without bond. A retired State Supreme Court judge, Bruce Littlejohn, acting as a special judge, ordered Mr. Wilson sent to Columbia for psychiatric examination.

Mr. Wilson entered the school shortly before noon Monday and opened fire in a classroom and the cafeteria, killing Shequila Tawonn Bradley and wounding two teachers and eight pupils, said Police Chief James Coursey. The authorities said they did not know a motive for the shooting.

Robert S. Watson. the school superintendent, said: ''He seemed to be shooting people who were screaming. The teacher said those who were screaming or making noise, he shot them.''

The school in this city of about 20,000 people 74 miles northwest of Columbia remained closed today.

Mr. Wilson was admitted to a psychiatric ward three or four times in the past eight months, his father, James Wilson, and his paternal grandmother, Gladys Wilson, said in interviews with The State newspaper. They said he had not returned to the hospital more recently because the family's medical insurance ran out. Drugs for Depression

The young Mr. Wilson liked going to the hospital because they gave him drugs, his father said, adding that until two months ago the young man had been taking medication for depression. He was not employed. He ''just didn't have the ability,'' his father said.

Mrs. Wilson said, ''He was hyperactive, really more than hyperactive.''

The young Mr. Wilson had been living with his grandmother on and off since he was 14 and permanently the last two years.

He would keep himself sequestered in his bedroom and surrounded by books, Mrs. Wilson said. Lately, he had been reading numerous crime books, she said.

The wounded teachers, Kat Finkbeiner and Eleanor Hodge, were listed in fair condition today at a hospital A 7-year-old pupil was in critical condition and another was in fair condition.

Six pupils were treated for superficial wounds and released Monday.

Chief Coursey said Mr. Wilson first went to the cafeteria and opened fire with a .22-caliber nine-shot revolver, wounding one teacher and three students. He left the cafeteria and entered a girl's restroom to reload his weapon. Ms. Finkbeiner followed and attempted to prevent him from leaving the room, the chief said.

In a scuffle, Ms. Finkbeiner was shot in the mouth and hand. Mr. Wilson then entered a classroom, where he opened fire, wounding five students and killing Shequila, Chief Coursey said. After emptying his pistol, Mr. Wilson dropped it. Ms. Finkbeiner told him to raise his hands and stand until an officer arrived, the chief said.

photos of James W. Wilson; Shequila Tawonn Bradley (AP)",Oakland Elementary,White,Man Held in School Shooting Is Depicted as Jobless Recluse
"NEW ORLEANS, Dec. 15— A postal employee drew a shotgun at the main post office Wednesday night, wounded three people and remained in the building, possibly with hostages, the authorities said.

The authorities identified the man as Warren Murphy, about 40 years old, who has been a postal worker about six years.

''Apparently he came to work this evening and got into some sort of argument with a co-worker, and pulled a weapon out of a bag he had secured in the area,'' said a spokesman for the Federal Bureau of Investigation, Volney Hayes.

Two of the wounded employees were at Tulane Medical Center where they were in stable condition, a Tulane spokesman said. One person was hit in the thigh and another in the arm. A third person was wounded in the eye and underwent surgery at Charity Hospital, a hospital spokeswoman said.

''I know nobody has any life-threatening injuries,'' said Dr. Norman McSwain, a police surgeon.

Four hours after the incident began at 8:30 P.M., the authorities said an undetermined number of postal employees were apparently still in the building but it was not known if they were being held hostage.

About midnight, a dozen postal employees who had been on the second floor of the building escaped through a back door, Mr. Hayes said, leaving about 20 to 30 of the 500 workers on the night shift unaccounted for.

''We still think he's in there,'' he said. ''Some postal inspectors have evacuated.''

A security guard told the police that the gunman might be hiding on the second floor, where letter-sorting machines and other large equipment is situated.

On Aug. 20, 1986, part-time mailman Patrick Henry Sherrill walked into the post office in Edmond, Okla., with guns hidden in his mail bag, killed 14 postal workers and injured six others before killing himself.",New Orleans Post Office,Unknown,3 Shot in New Orleans Post Office
"STOCKTON, Calif., Jan. 19— The 24-year-old man who opened fire on children in a schoolyard here Tuesday was a troubled loner full of hate who could not keep a job and had alcohol and drug problems, according to the portrait that is emerging from investigators and family members.

But nothing in the picture so far gives a good clue to what led the man, Patrick Edward Purdy, into the murderous rampage at the Cleveland Elementary School. He killed five Indochinese children and wounded 30 other people with an AK-47 assault rifle before committing suicide.

''He did not leave us a message,'' the chief investigator, Capt. Dennis Perry of the Stockton Police Department, said today. ''Without that we'll never know exactly why he did what he did. In a way, he beat us because we'll never know.''

Investigators disputed suggestions that Mr. Purdy nursed a special dislike for Asians, saying that interviews with family members and co-workers showed he disliked everybody, particularly authority figures like police officers. He Drifted From Job to Job

''Through his lifetime, Mr. Purdy developed a hate for everybody,'' Captain Perry said. ''He was a loner, had no friends, no particular girlfriends. As far as dislike for any one race, that is not a pattern that shows up.''

Federal records show that Mr. Purdy, sometimes using the alias Eddie Purdy West, had bought five new pistols since 1984, a period in which he was drifting from job to job in many cities. His most recent purchase was the 9-millimeter Taurus brand semiautomatic pistol that he used Tuesday to kill himself with a shot in the right temple.

An autopsy showed no signs of intravenous drug use, no tumors of the brain or thyroid. A toxicological report on possible drug or alcohol use was not expected until next week.

The 9-millimeter pistol was purchased at the Hunter Loan pawn shop in Stockton on Dec. 28, 1988, and picked up after the required 15-day waiting period Friday, four days before the shooting. A Long Arrest Record

He bought the assault rifle last Aug. 3 in Sandy, Ore., using the alias Patrick E. West. Apart from the use of the alias, the purchase was legal, since Mr. Purdy has never been convicted of a felony. Conviction of a misdemeanor does not disquality a person from purchasing a weapon in California.

But he had a long arrest record, dating to 1980 when he was arrested in Los Angeles on charges of soliciting a sex act from a police officer. Two years later he was arrested on a charge of possession of hashish or marijuana in Los Angeles County. The record does not show which of the two substances he was charged with possessing and the police said they did not have the disposition of the cases. 30 Days on Reduced Charge

In 1983, the police in Beverly Hills, Calif., arrested him on charges of possessing a dangerous weapon, a misdemeanor; he was convicted and put on probation. The same year, the Los Angeles County Sheriff's deputies arrested him on a charge of receiving stolen property. The charge was dismissed for lack of evidence.

On Oct. 1, 1984, Mr. Purdy was arrested in Woodland, Calif., on charges of attempted robbery and criminal conspiracy. He pleaded guilty to reduced charges of being an accessory to a felony and served 30 days in jail.

His most recent arrest occurred in April 1987 when he was apprehended in El Dorado County, Calif., on the Nevada border, where he was charged with firing a 9-millimeter pistol in the El Dorado National Forest and with resisting arrest.

District Attorney Ron Pepper said that Mr. Purdy acted in a bizzare manner, telling officers that it was his duty ''to overthrow the suppressers.'' Mr. Pepper said that Mr. Purdy kicked deputies and kicked a window out of a patrol car.

He was originally jailed in a section for intoxicated prisoners where he attempted suicide by hanging and then by trying to cut his wrists with toenails and fingernails, Mr. Pepper said.

Mr. Purdy was then taken to the county psychiatric health center, Mr. Pepper said. A spokesman for the center declined to comment on Mr. Purdy's examination, citing patient confidentialiy. A Danger to Others

Mr. Purdy pleaded guilty to both charges and spent 45 days in the county jail.

The El Dorado County probation report described him as a danger to himself and others.

Mr. Purdy had been drifting around the country, never holding a job for long, for several months. He frequently clashed with his supervisors.

He worked as a security officer in Glendale, Calif., near Los Angeles, leaving after an incident in which he failed to act when somebody was being beaten up, Captain Perry said. He next showed up in Key West, Fla., working as a laborer at a nursery and a construction company until the summer of 1984.

That fall, he returned to California, working near Sacramento, and then taking courses in welding in Stockton, where he had attended the Cleveland School as a youngster. For the first month of 1988 he worked here at the Numeri Tech Machine Shop and later at the FR Manufacturing Corporation. He Worked in Connecticut

Last summer he drifted north to the Portland, Ore., area, where he took occasional work in the shipyards through the boilermakers' union, then traveled to Texas in a vain search for work, spent a month working at the DuPont Company in Memphis, and then a month, from mid-November to mid-December of 1988, at the Thames Cogeneration Company in Windsor, Conn., before returning to Stockton He was born in Fort Lewis, Wash., on Nov. 10, 1964, according to the birth certificate the police found in his automobile. Mr. Purdy spent a youth full of turmoil. His father, Patrick Benjamin Purdy, was divorced from his mother, Kathleen.

The elder Mr. Purdy served on active duty in the Army for more than three years, all of it in the United States, after entering the service in April 1963, The San Diego Union reported today, quoting a spokeswoman at the Army Reserve Personnel Center in St. Louis. Mr. Purdy spent most of his last year in a hospital for psychiatric evaluation, then was put on temporary medical disability for five years before being honorably discharged in 1971, the spokeswoman told the newspaper. Other newspapers in California had quoted members of Mr. Purdy's family as saying he served in the Army in Vietnam and was discharged on mental grounds.",Cleveland Elementary School,White,Killer Depicted as Loner Full of Hate
NaN,Orange Glenn Post Office,,NaN
"LOUISVILLE, Ky., Sept. 14— A man with an assault rifle killed seven people and wounded 13 today as he went from floor to floor in a printing plant where he used to work. Co-workers said he was ''looking for bosses.''

In the end, the man, Joseph T. Wesbecker, 47 years old, fatally shot himself. The police said Mr. Wesbecker was being treated for mental disorders and had been on a permanent disability leave from the plant. He had reportedly threatened the company.

When investigators found his body in the Standard Gravure Corporation plant at the end of his 30-minute rampage, he was armed with several semiautomatic guns and thousands of rounds of ammunition.

Five of the people who were wounded were in critical condition with multiple gunshot wounds, hospital officials said. One person who was not wounded was being treated for a heart attack. 'Couldn't Find the Bosses'

''He was up there looking for bosses,'' said John Tingle, an employee at the plant, which is adjacent to The Courier-Journal newspaper.

''He couldn't find the bosses and couldn't find the supervisors,'' Mr. Tingle said. ''He was just in too deep to turn back. So he just shot anything that was close to him.''

At 8:30 A.M., Mr. Wesbecker entered the building with a duffel bag containing an AK-47 semiautomatic rifle, two MAC-11 semiautomatic pistols, a .38-caliber revolver, a 9-millimeter automatic pistol and a bayonet, said Police Chief Richard Dotson.

The AK-47 is the same type of gun used by a man who killed five school children, wounded 29 others and a teacher in Stockton, Calif., in January.

He took an elevator to third-floor offices, pulled the rifle out of his bag and opened fire, the police and witnesses said. He then worked his way downstairs shooting people along the way. He eventually reached a pressroom in an annex and killed himself with a shot under his chin, Chief Dotson said. Co-Workers Hide in Restroom

Mr. Tingle had encountered Mr. Wesbecker at the beginning of the rampage and he recalled that Mr. Wesbecker said to him: ''I told them I'd be back. Get out of my way, John.'

''I said, 'How are you, Rock?' '' Mr. Tingle said. ''He said, 'Fine, John. Back off and get out of the way.' '' Mr. Tingle and other employees nearby fled to a restroom and locked the door.

The police searched every floor of the building for victims. They found two of the bodies while Mayor Jerry Abramson accompanied them.

''It looks like a battle zone,'' the Mayor said. ''With the blood and the people involved, there were bodies lying across staircases. It was just frightening.''

Mr. Abramson said the searchers ''found a fellow sitting in a corner who was just shuddering in fear. He hadn't been shot, but he was in shock.'' 'Guns and Soldier of Fortune'

A police officer who knew Mr. Wesbecker told Chief Dotson the man had been ''argumentative and confrontational for a number of years.''

Joe White, a Standard Gravure employee, said: ''This guy's been talking about this for a year. He's been talking about guns and Soldier of Fortune magazine. He's paranoid and he thought everyone was after him.''

He was said to have made threats against the company, which prints newspaper inserts and Sunday newspaper supplements, but the company's president, Michael Shea, said he did not know of any threats or the nature of Mr. Wesbecker's disability.

''I'm at a loss to speculate on anything,'' Mr. Shea said. ''What's going through my mind right now is sympathy and caring for the people who are involved.''

A woman who answered the telephone at a house where Mr. Wesbecker's mother was staying said the family did not want to comment.

''We're just in shock like everybody else,'' said the woman, who did not identify herself. ''We had to find out over the television. No one called us. I guess he was just a sick person. That's all.''

Seven people were killed and 13 wounded yesterday in Louisville, Ky., by a gunman armed with an assault-style rifle. Mayor Jerry Abramson checked on one of the wounded. (AP)",Standard Gravure Corporation,White,"Worker on Disability Leave Kills 7, Then Himself, in Printing Plant"
